sort_order,wmo,name,history_product,time_zone_name,TDZ,aifstime_utc,aifstime_local,lat,lon,apparent_t,cloud,cloud_base_m,cloud_oktas,cloud_type_id,cloud_type,delta_t,gust_kmh,gust_kt,air_temp,dewpt,press,press_msl,press_qnh,press_tend,rain_hour,rain_ten,rain_trace,rain_trace_time,rain_trace_time_utc,local_9am_date_time,local_9am_date_time_utc,duration_from_local_9am_date,rel_hum,sea_state,swell_dir_worded,swell_height,swell_period,vis_km,weather,wind_dir,wind_dir_deg,wind_spd_kmh,wind_spd_kt,wind_src
113,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616193000,20230617053000,-27.9396,153.1914,8.6,-,-9999,-9999,-9999,-,2.6,0,0,9.9,4.3,-9999,-9999,-9999,-,0,0,0,20230617053000,20230616193000,20230616090000,20230615230000,1230,68,-,-,-9999,-9999,-,-,CALM,160,0,0,metar_10
114,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616192000,20230617052000,-27.9396,153.1914,9.3,-,-9999,-9999,-9999,-,2.9,0,0,10.6,4.2,-9999,-9999,-9999,-,0,0,0,20230617052000,20230616192000,20230616090000,20230615230000,1220,64,-,-,-9999,-9999,-,-,CALM,190,0,0,metar_10
115,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616191000,20230617051000,-27.9396,153.1914,9.5,-,-9999,-9999,-9999,-,3.1,0,0,10.8,4.1,-9999,-9999,-9999,-,0,0,0,20230617051000,20230616191000,20230616090000,20230615230000,1210,63,-,-,-9999,-9999,-,-,CALM,180,0,0,metar_10
116,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616190000,20230617050000,-27.9396,153.1914,9.7,-,-9999,-9999,-9999,-,3,0,0,10.9,4.5,-9999,-9999,-9999,-,0,0,0,20230617050000,20230616190000,20230616090000,20230615230000,1200,64,-,-,-9999,-9999,-,-,CALM,190,0,0,metar_10
117,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616185000,20230617045000,-27.9396,153.1914,9.9,-,-9999,-9999,-9999,-,3.2,0,0,11.2,4.2,-9999,-9999,-9999,-,0,0,0,20230617045000,20230616185000,20230616090000,20230615230000,1190,62,-,-,-9999,-9999,-,-,CALM,180,0,0,metar_10
118,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616184000,20230617044000,-27.9396,153.1914,10,-,-9999,-9999,-9999,-,3.3,0,0,11.3,4.2,-9999,-9999,-9999,-,0,0,0,20230617044000,20230616184000,20230616090000,20230615230000,1180,61,-,-,-9999,-9999,-,-,CALM,180,0,0,metar_10
119,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616183000,20230617043000,-27.9396,153.1914,9.8,-,-9999,-9999,-9999,-,3.2,0,0,11.1,4.1,-9999,-9999,-9999,-,0,0,0,20230617043000,20230616183000,20230616090000,20230615230000,1170,62,-,-,-9999,-9999,-,-,CALM,180,0,0,metar_10
120,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616182000,20230617042000,-27.9396,153.1914,9.5,-,-9999,-9999,-9999,-,3,2,1,10.8,4.3,-9999,-9999,-9999,-,0,0,0,20230617042000,20230616182000,20230616090000,20230615230000,1160,64,-,-,-9999,-9999,-,-,CALM,170,0,0,metar_10
121,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616181000,20230617041000,-27.9396,153.1914,9.1,-,-9999,-9999,-9999,-,2.9,4,2,10.7,4.4,-9999,-9999,-9999,-,0,0,0,20230617041000,20230616181000,20230616090000,20230615230000,1150,65,-,-,-9999,-9999,-,-,SSE,160,2,1,metar_10
122,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616180000,20230617040000,-27.9396,153.1914,8.8,-,-9999,-9999,-9999,-,3,6,3,10.8,4.4,-9999,-9999,-9999,-,0,0,0,20230617040000,20230616180000,20230616090000,20230615230000,1140,64,-,-,-9999,-9999,-,-,SSE,160,4,2,metar_10
123,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616175000,20230617035000,-27.9396,153.1914,9.4,-,-9999,-9999,-9999,-,2.8,0,0,10.6,4.6,-9999,-9999,-9999,-,0,0,0,20230617035000,20230616175000,20230616090000,20230615230000,1130,66,-,-,-9999,-9999,-,-,CALM,170,0,0,metar_10
124,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616174000,20230617034000,-27.9396,153.1914,9.1,-,-9999,-9999,-9999,-,2.6,0,0,10.3,4.6,-9999,-9999,-9999,-,0,0,0,20230617034000,20230616174000,20230616090000,20230615230000,1120,68,-,-,-9999,-9999,-,-,CALM,150,0,0,metar_10
125,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616173000,20230617033000,-27.9396,153.1914,9.2,-,-9999,-9999,-9999,-,2.6,2,1,10.4,4.8,-9999,-9999,-9999,-,0,0,0,20230617033000,20230616173000,20230616090000,20230615230000,1110,68,-,-,-9999,-9999,-,-,CALM,150,0,0,metar_10
126,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616172000,20230617032000,-27.9396,153.1914,9.3,-,-9999,-9999,-9999,-,2.7,2,1,10.5,4.8,-9999,-9999,-9999,-,0,0,0,20230617032000,20230616172000,20230616090000,20230615230000,1100,68,-,-,-9999,-9999,-,-,CALM,170,0,0,metar_10
127,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616171000,20230617031000,-27.9396,153.1914,9.1,-,-9999,-9999,-9999,-,2.1,0,0,10.1,5.7,-9999,-9999,-9999,-,0,0,0,20230617031000,20230616171000,20230616090000,20230615230000,1090,74,-,-,-9999,-9999,-,-,CALM,220,0,0,metar_10
128,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616170000,20230617030000,-27.9396,153.1914,9.6,-,-9999,-9999,-9999,-,2.6,0,0,10.7,5.1,-9999,-9999,-9999,-,0,0,0,20230617030000,20230616170000,20230616090000,20230615230000,1080,68,-,-,-9999,-9999,-,-,CALM,200,0,0,metar_10
129,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616165000,20230617025000,-27.9396,153.1914,9.2,-,-9999,-9999,-9999,-,2.3,0,0,10.3,5.3,-9999,-9999,-9999,-,0,0,0,20230617025000,20230616165000,20230616090000,20230615230000,1070,71,-,-,-9999,-9999,-,-,CALM,220,0,0,metar_10
130,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616164000,20230617024000,-27.9396,153.1914,8.8,-,-9999,-9999,-9999,-,1.8,0,0,9.7,5.9,-9999,-9999,-9999,-,0,0,0,20230617024000,20230616164000,20230616090000,20230615230000,1060,77,-,-,-9999,-9999,-,-,CALM,290,0,0,metar_10
131,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616163000,20230617023000,-27.9396,153.1914,8.9,-,-9999,-9999,-9999,-,1.8,0,0,9.8,5.9,-9999,-9999,-9999,-,0,0,0,20230617023000,20230616163000,20230616090000,20230615230000,1050,77,-,-,-9999,-9999,-,-,CALM,300,0,0,metar_10
132,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616162000,20230617022000,-27.9396,153.1914,8.7,-,-9999,-9999,-9999,-,1.7,0,0,9.6,6.1,-9999,-9999,-9999,-,0,0,0,20230617022000,20230616162000,20230616090000,20230615230000,1040,79,-,-,-9999,-9999,-,-,CALM,300,0,0,metar_10
133,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616161000,20230617021000,-27.9396,153.1914,9,-,-9999,-9999,-9999,-,2,0,0,10,5.8,-9999,-9999,-9999,-,0,0,0,20230617021000,20230616161000,20230616090000,20230615230000,1030,75,-,-,-9999,-9999,-,-,CALM,270,0,0,metar_10
134,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616160000,20230617020000,-27.9396,153.1914,9.2,-,-9999,-9999,-9999,-,2,0,0,10.1,5.9,-9999,-9999,-9999,-,0,0,0,20230617020000,20230616160000,20230616090000,20230615230000,1020,75,-,-,-9999,-9999,-,-,CALM,220,0,0,metar_10
135,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616155000,20230617015000,-27.9396,153.1914,9.6,-,-9999,-9999,-9999,-,2.3,0,0,10.6,5.7,-9999,-9999,-9999,-,0,0,0,20230617015000,20230616155000,20230616090000,20230615230000,1010,71,-,-,-9999,-9999,-,-,CALM,170,0,0,metar_10
136,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616154000,20230617014000,-27.9396,153.1914,10,-,-9999,-9999,-9999,-,2.6,0,0,11,5.6,-9999,-9999,-9999,-,0,0,0,20230617014000,20230616154000,20230616090000,20230615230000,1000,69,-,-,-9999,-9999,-,-,CALM,170,0,0,metar_10
137,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616153000,20230617013000,-27.9396,153.1914,10.1,-,-9999,-9999,-9999,-,2.6,0,0,11.1,5.6,-9999,-9999,-9999,-,0,0,0,20230617013000,20230616153000,20230616090000,20230615230000,990,69,-,-,-9999,-9999,-,-,CALM,170,0,0,metar_10
138,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616152000,20230617012000,-27.9396,153.1914,9.9,-,-9999,-9999,-9999,-,2.3,0,0,10.8,5.9,-9999,-9999,-9999,-,0,0,0,20230617012000,20230616152000,20230616090000,20230615230000,980,72,-,-,-9999,-9999,-,-,CALM,200,0,0,metar_10
139,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616151000,20230617011000,-27.9396,153.1914,9.8,-,-9999,-9999,-9999,-,2.4,0,0,10.8,5.8,-9999,-9999,-9999,-,0,0,0,20230617011000,20230616151000,20230616090000,20230615230000,970,71,-,-,-9999,-9999,-,-,CALM,130,0,0,metar_10
140,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616150000,20230617010000,-27.9396,153.1914,10,-,-9999,-9999,-9999,-,2.3,0,0,10.9,6.2,-9999,-9999,-9999,-,0,0,0,20230617010000,20230616150000,20230616090000,20230615230000,960,73,-,-,-9999,-9999,-,-,CALM,110,0,0,metar_10
141,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616145000,20230617005000,-27.9396,153.1914,10.3,-,-9999,-9999,-9999,-,2.4,0,0,11.2,6.2,-9999,-9999,-9999,-,0,0,0,20230617005000,20230616145000,20230616090000,20230615230000,950,71,-,-,-9999,-9999,-,-,CALM,130,0,0,metar_10
142,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616144000,20230617004000,-27.9396,153.1914,10.7,-,-9999,-9999,-9999,-,2.5,0,0,11.5,6.4,-9999,-9999,-9999,-,0,0,0,20230617004000,20230616144000,20230616090000,20230615230000,940,71,-,-,-9999,-9999,-,-,CALM,170,0,0,metar_10
143,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230616143000,20230617003000,-27.9396,153.1914,10.9,-,-9999,-9999,-9999,-,2.6,0,0,11.7,6.3,-9999,-9999,-9999,-,0,0,0,20230617003000,20230616143000,20230616090000,20230615230000,930,69,-,-,-9999,-9999,-,-,CALM,110,0,0,metar_10
0,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618142000,20230619002000,-27.9396,153.1914,13.7,-,-9999,-9999,-9999,-,2,7,4,14,10.2,-9999,-9999,-9999,-,0,0,0,20230619002000,20230618142000,20230618090000,20230617230000,920,78,-,-,-9999,-9999,-,-,NW,310,2,1,metar_10
1,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618141000,20230619001000,-27.9396,153.1914,12.8,-,-9999,-9999,-9999,-,2.2,11,6,13.9,9.8,-9999,-9999,-9999,-,0,0,0,20230619001000,20230618141000,20230618090000,20230617230000,910,76,-,-,-9999,-9999,-,-,NW,320,6,3,metar_10
2,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618140000,20230619000000,-27.9396,153.1914,13.6,-,-9999,-9999,-9999,-,1.3,6,3,13.6,11.3,-9999,-9999,-9999,-,0,0,0,20230619000000,20230618140000,20230618090000,20230617230000,900,86,-,-,-9999,-9999,-,-,NW,320,2,1,metar_10
3,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618135000,20230618235000,-27.9396,153.1914,13,-,-9999,-9999,-9999,-,1,11,6,13.6,11.8,-9999,-9999,-9999,-,0,0,0,20230618235000,20230618135000,20230618090000,20230617230000,890,89,-,-,-9999,-9999,-,-,NNW,330,6,3,metar_10
4,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618134000,20230618234000,-27.9396,153.1914,13,-,-9999,-9999,-9999,-,1.2,17,9,13.8,11.7,-9999,-9999,-9999,-,0,0,0,20230618234000,20230618134000,20230618090000,20230617230000,880,87,-,-,-9999,-9999,-,-,NNW,330,7,4,metar_10
5,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618133000,20230618233000,-27.9396,153.1914,12.3,-,-9999,-9999,-9999,-,1,13,7,13.8,11.9,-9999,-9999,-9999,-,0,0,0,20230618233000,20230618133000,20230618090000,20230617230000,870,88,-,-,-9999,-9999,-,-,NNW,340,11,6,metar_10
6,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618132000,20230618232000,-27.9396,153.1914,12,-,-9999,-9999,-9999,-,1.1,17,9,13.9,11.9,-9999,-9999,-9999,-,0,0,0,20230618232000,20230618132000,20230618090000,20230617230000,860,88,-,-,-9999,-9999,-,-,NNW,340,13,7,metar_10
7,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618131000,20230618231000,-27.9396,153.1914,12.2,-,-9999,-9999,-9999,-,1.1,17,9,14,12,-9999,-9999,-9999,-,0,0,0,20230618231000,20230618131000,20230618090000,20230617230000,850,88,-,-,-9999,-9999,-,-,NNW,330,13,7,metar_10
8,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618130000,20230618230000,-27.9396,153.1914,12.3,-,-9999,-9999,-9999,-,1.1,17,9,14.1,12.1,-9999,-9999,-9999,-,0,0,0,20230618230000,20230618130000,20230618090000,20230617230000,840,88,-,-,-9999,-9999,-,-,NNW,330,13,7,metar_10
9,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618125000,20230618225000,-27.9396,153.1914,12.5,-,-9999,-9999,-9999,-,1.1,17,9,14.2,12.3,-9999,-9999,-9999,-,0,0,0,20230618225000,20230618125000,20230618090000,20230617230000,830,88,-,-,-9999,-9999,-,-,NNW,340,13,7,metar_10
10,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618124000,20230618224000,-27.9396,153.1914,12.4,-,-9999,-9999,-9999,-,1,24,13,14.4,12.7,-9999,-9999,-9999,-,0,0,0,20230618224000,20230618124000,20230618090000,20230617230000,820,89,-,-,-9999,-9999,-,-,NNW,330,15,8,metar_10
11,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618123000,20230618223000,-27.9396,153.1914,13,-,-9999,-9999,-9999,-,0.6,15,8,14.4,13.3,-9999,-9999,-9999,-,0,0,0,20230618223000,20230618123000,20230618090000,20230617230000,810,93,-,-,-9999,-9999,-,-,NNW,340,13,7,metar_10
12,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618122000,20230618222000,-27.9396,153.1914,13.4,-,-9999,-9999,-9999,-,0.6,17,9,14.4,13.3,-9999,-9999,-9999,-,0,0,0,20230618222000,20230618122000,20230618090000,20230617230000,800,93,-,-,-9999,-9999,-,-,N,350,11,6,metar_10
13,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618121000,20230618221000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,0.7,17,9,14.5,13.3,-9999,-9999,-9999,-,0,0,0,20230618221000,20230618121000,20230618090000,20230617230000,790,92,-,-,-9999,-9999,-,-,N,350,13,7,metar_10
14,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618120000,20230618220000,-27.9396,153.1914,13.4,-,-9999,-9999,-9999,-,0.6,15,8,14.4,13.3,-9999,-9999,-9999,-,0,0,0,20230618220000,20230618120000,20230618090000,20230617230000,780,93,-,-,-9999,-9999,-,-,N,350,11,6,metar_10
15,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618115000,20230618215000,-27.9396,153.1914,13.4,-,-9999,-9999,-9999,-,0.6,13,7,14.4,13.3,-9999,-9999,-9999,-,0,0,0,20230618215000,20230618115000,20230618090000,20230617230000,770,93,-,-,-9999,-9999,-,-,N,350,11,6,metar_10
16,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618114000,20230618214000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,0.7,17,9,14.5,13.3,-9999,-9999,-9999,-,0,0,0,20230618214000,20230618114000,20230618090000,20230617230000,760,92,-,-,-9999,-9999,-,-,N,350,13,7,metar_10
17,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618113000,20230618213000,-27.9396,153.1914,13,-,-9999,-9999,-9999,-,0.6,17,9,14.4,13.3,-9999,-9999,-9999,-,0,0,0,20230618213000,20230618113000,20230618090000,20230617230000,750,93,-,-,-9999,-9999,-,-,N,350,13,7,metar_10
18,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618112000,20230618212000,-27.9396,153.1914,13.2,-,-9999,-9999,-9999,-,0.6,17,9,14.3,13.2,-9999,-9999,-9999,-,0,0,0,20230618212000,20230618112000,20230618090000,20230617230000,740,93,-,-,-9999,-9999,-,-,N,350,11,6,metar_10
19,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618111000,20230618211000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,0.7,17,9,14.2,13,-9999,-9999,-9999,-,0,0,0,20230618211000,20230618111000,20230618090000,20230617230000,730,92,-,-,-9999,-9999,-,-,N,350,11,6,metar_10
20,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618110000,20230618210000,-27.9396,153.1914,13.4,-,-9999,-9999,-9999,-,0.8,15,8,14.2,12.8,-9999,-9999,-9999,-,0,0,0,20230618210000,20230618110000,20230618090000,20230617230000,720,91,-,-,-9999,-9999,-,-,N,350,9,5,metar_10
21,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618105000,20230618205000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,1,13,7,14.1,12.3,-9999,-9999,-9999,-,0,0,0,20230618205000,20230618105000,20230618090000,20230617230000,710,89,-,-,-9999,-9999,-,-,N,350,9,5,metar_10
22,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618104000,20230618204000,-27.9396,153.1914,12.7,-,-9999,-9999,-9999,-,1.2,15,8,14.2,12,-9999,-9999,-9999,-,0,0,0,20230618204000,20230618104000,20230618090000,20230617230000,700,87,-,-,-9999,-9999,-,-,N,350,11,6,metar_10
23,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618103000,20230618203000,-27.9396,153.1914,12.9,-,-9999,-9999,-9999,-,1.4,15,8,14.1,11.6,-9999,-9999,-9999,-,0,0,0,20230618203000,20230618103000,20230618090000,20230617230000,690,85,-,-,-9999,-9999,-,-,N,350,9,5,metar_10
24,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618102000,20230618202000,-27.9396,153.1914,12.8,-,-9999,-9999,-9999,-,1.6,13,7,14.1,11.2,-9999,-9999,-9999,-,0,0,0,20230618202000,20230618102000,20230618090000,20230617230000,680,83,-,-,-9999,-9999,-,-,N,350,9,5,metar_10
25,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618101000,20230618201000,-27.9396,153.1914,13.2,-,-9999,-9999,-9999,-,1.7,11,6,14,10.9,-9999,-9999,-9999,-,0,0,0,20230618201000,20230618101000,20230618090000,20230617230000,670,81,-,-,-9999,-9999,-,-,N,350,6,3,metar_10
26,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618100000,20230618200000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,1.9,7,4,14,10.5,-9999,-9999,-9999,-,0,0,0,20230618200000,20230618100000,20230618090000,20230617230000,660,79,-,-,-9999,-9999,-,-,N,350,6,3,metar_10
27,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618095000,20230618195000,-27.9396,153.1914,13.3,-,-9999,-9999,-9999,-,2.1,7,4,14,10.1,-9999,-9999,-9999,-,0,0,0,20230618195000,20230618095000,20230618090000,20230617230000,650,77,-,-,-9999,-9999,-,-,N,350,4,2,metar_10
28,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618094000,20230618194000,-27.9396,153.1914,13.5,-,-9999,-9999,-9999,-,2.3,4,2,13.9,9.6,-9999,-9999,-9999,-,0,0,0,20230618194000,20230618094000,20230618090000,20230617230000,640,75,-,-,-9999,-9999,-,-,N,350,2,1,metar_10
29,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618093000,20230618193000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,2.4,6,3,14,9.4,-9999,-9999,-9999,-,0,0,0,20230618193000,20230618093000,20230618090000,20230617230000,630,74,-,-,-9999,-9999,-,-,N,350,4,2,metar_10
30,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618092000,20230618192000,-27.9396,153.1914,13.3,-,-9999,-9999,-9999,-,2.5,4,2,13.9,9.1,-9999,-9999,-9999,-,0,0,0,20230618192000,20230618092000,20230618090000,20230617230000,620,73,-,-,-9999,-9999,-,-,N,350,2,1,metar_10
31,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618091000,20230618191000,-27.9396,153.1914,13.3,-,-9999,-9999,-9999,-,2.6,4,2,13.9,9,-9999,-9999,-9999,-,0,0,0,20230618191000,20230618091000,20230618090000,20230617230000,610,72,-,-,-9999,-9999,-,-,N,350,2,1,metar_10
32,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618090000,20230618190000,-27.9396,153.1914,13.6,-,-9999,-9999,-9999,-,2.6,2,1,13.9,8.8,-9999,-9999,-9999,-,0,0,0,20230618190000,20230618090000,20230618090000,20230617230000,600,71,-,-,-9999,-9999,-,-,CALM,350,0,0,metar_10
33,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618085000,20230618185000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,2.6,6,3,13.8,8.7,-9999,-9999,-9999,-,0,0,0,20230618185000,20230618085000,20230618090000,20230617230000,590,71,-,-,-9999,-9999,-,-,NNW,340,2,1,metar_10
34,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618084000,20230618184000,-27.9396,153.1914,13.5,-,-9999,-9999,-9999,-,2.7,4,2,13.8,8.6,-9999,-9999,-9999,-,0,0,0,20230618184000,20230618084000,20230618090000,20230617230000,580,71,-,-,-9999,-9999,-,-,CALM,340,0,0,metar_10
35,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618083000,20230618183000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,2.7,4,2,13.8,8.5,-9999,-9999,-9999,-,0,0,0,20230618183000,20230618083000,20230618090000,20230617230000,570,70,-,-,-9999,-9999,-,-,N,350,2,1,metar_10
36,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618082000,20230618182000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,3,6,3,13.9,8.1,-9999,-9999,-9999,-,0,0,0,20230618182000,20230618082000,20230618090000,20230617230000,560,68,-,-,-9999,-9999,-,-,NNW,340,2,1,metar_10
37,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618081000,20230618181000,-27.9396,153.1914,13,-,-9999,-9999,-9999,-,2.9,6,3,13.8,8.1,-9999,-9999,-9999,-,0,0,0,20230618181000,20230618081000,20230618090000,20230617230000,550,68,-,-,-9999,-9999,-,-,N,350,2,1,metar_10
38,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618080000,20230618180000,-27.9396,153.1914,13.5,-,-9999,-9999,-9999,-,2.7,2,1,13.8,8.5,-9999,-9999,-9999,-,0,0,0,20230618180000,20230618080000,20230618090000,20230617230000,540,70,-,-,-9999,-9999,-,-,CALM,350,0,0,metar_10
39,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618075000,20230618175000,-27.9396,153.1914,13.1,-,-9999,-9999,-9999,-,2.6,4,2,13.8,8.7,-9999,-9999,-9999,-,0,0,0,20230618175000,20230618075000,20230618090000,20230617230000,530,71,-,-,-9999,-9999,-,-,N,350,2,1,metar_10
40,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618074000,20230618174000,-27.9396,153.1914,12.7,-,-9999,-9999,-9999,-,2.5,6,3,13.7,8.9,-9999,-9999,-9999,-,0,0,0,20230618174000,20230618074000,20230618090000,20230617230000,520,73,-,-,-9999,-9999,-,-,N,350,4,2,metar_10
41,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618073000,20230618173000,-27.9396,153.1914,13.3,-,-9999,-9999,-9999,-,2.4,4,2,13.8,9.2,-9999,-9999,-9999,-,0,0,0,20230618173000,20230618073000,20230618090000,20230617230000,510,74,-,-,-9999,-9999,-,-,N,360,2,1,metar_10
42,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618072000,20230618172000,-27.9396,153.1914,14.1,-,-9999,-9999,-9999,-,2.3,0,0,14.1,9.8,-9999,-9999,-9999,-,0,0,0,20230618172000,20230618072000,20230618090000,20230617230000,500,75,-,-,-9999,-9999,-,-,CALM,10,0,0,metar_10
43,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230618071000,20230618171000,-27.9396,153.1914,14.6,-,-9999,-9999,-9999,-,2.6,0,0,14.6,9.8,-9999,-9999,-9999,-,0,0,0,20230618171000,20230618071000,20230618090000,20230617230000,490,73,-,-,-9999,-9999,-,-,CALM,30,0,0,metar_10
