sort_order,wmo,name,history_product,time_zone_name,TDZ,aifstime_utc,aifstime_local,lat,lon,apparent_t,cloud,cloud_base_m,cloud_oktas,cloud_type_id,cloud_type,delta_t,gust_kmh,gust_kt,air_temp,dewpt,press,press_msl,press_qnh,press_tend,rain_hour,rain_ten,rain_trace,rain_trace_time,rain_trace_time_utc,local_9am_date_time,local_9am_date_time_utc,duration_from_local_9am_date,rel_hum,sea_state,swell_dir_worded,swell_height,swell_period,vis_km,weather,wind_dir,wind_dir_deg,wind_spd_kmh,wind_spd_kt,wind_src
0,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531042000,20230531142000,-27.9396,153.1914,16.1,-,-9999,-9999,-9999,-,6.7,7,4,18.1,4.3,-9999,-9999,-9999,-,0,0,0,20230531142000,20230531042000,20230531090000,20230530230000,320,40,-,-,-9999,-9999,-,-,NW,310,4,2,metar_10
1,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531041000,20230531141000,-27.9396,153.1914,15.4,-,-9999,-9999,-9999,-,6.4,11,6,17.9,4.8,-9999,-9999,-9999,-,0,0,0,20230531141000,20230531041000,20230531090000,20230530230000,310,42,-,-,-9999,-9999,-,-,W,280,7,4,metar_10
2,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531040000,20230531140000,-27.9396,153.1914,15.7,-,-9999,-9999,-9999,-,6.5,9,5,18,4.8,-9999,-9999,-9999,-,0,0,0,20230531140000,20230531040000,20230531090000,20230530230000,300,41,-,-,-9999,-9999,-,-,WNW,290,6,3,metar_10
3,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531035000,20230531135000,-27.9396,153.1914,15.2,-,-9999,-9999,-9999,-,6.5,11,6,17.8,4.4,-9999,-9999,-9999,-,0,0,0,20230531135000,20230531035000,20230531090000,20230530230000,290,41,-,-,-9999,-9999,-,-,WNW,290,7,4,metar_10
4,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531034000,20230531134000,-27.9396,153.1914,14.8,-,-9999,-9999,-9999,-,6.3,15,8,17.7,4.8,-9999,-9999,-9999,-,0,0,0,20230531134000,20230531034000,20230531090000,20230530230000,280,42,-,-,-9999,-9999,-,-,WNW,300,9,5,metar_10
5,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531033000,20230531133000,-27.9396,153.1914,15.4,-,-9999,-9999,-9999,-,6.8,11,6,17.9,3.9,-9999,-9999,-9999,-,0,0,0,20230531133000,20230531033000,20230531090000,20230530230000,270,39,-,-,-9999,-9999,-,-,NW,310,6,3,metar_10
6,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531032000,20230531132000,-27.9396,153.1914,15.4,-,-9999,-9999,-9999,-,6.5,9,5,17.8,4.4,-9999,-9999,-9999,-,0,0,0,20230531132000,20230531032000,20230531090000,20230530230000,260,41,-,-,-9999,-9999,-,-,WNW,290,6,3,metar_10
7,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531031000,20230531131000,-27.9396,153.1914,15.1,-,-9999,-9999,-9999,-,6.4,9,5,17.6,4.6,-9999,-9999,-9999,-,0,0,0,20230531131000,20230531031000,20230531090000,20230530230000,250,42,-,-,-9999,-9999,-,-,W,280,7,4,metar_10
8,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531030000,20230531130000,-27.9396,153.1914,14.4,-,-9999,-9999,-9999,-,6.2,13,7,17.3,4.7,-9999,-9999,-9999,-,0,0,0,20230531130000,20230531030000,20230531090000,20230530230000,240,43,-,-,-9999,-9999,-,-,WNW,290,9,5,metar_10
9,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531025000,20230531125000,-27.9396,153.1914,14.7,-,-9999,-9999,-9999,-,6,11,6,17.2,4.9,-9999,-9999,-9999,-,0,0,0,20230531125000,20230531025000,20230531090000,20230530230000,230,44,-,-,-9999,-9999,-,-,WNW,290,7,4,metar_10
10,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531024000,20230531124000,-27.9396,153.1914,14.2,-,-9999,-9999,-9999,-,5.9,11,6,17,5,-9999,-9999,-9999,-,0,0,0,20230531124000,20230531024000,20230531090000,20230530230000,220,45,-,-,-9999,-9999,-,-,W,280,9,5,metar_10
11,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531023000,20230531123000,-27.9396,153.1914,14.1,-,-9999,-9999,-9999,-,5.6,13,7,16.8,5.6,-9999,-9999,-9999,-,0,0,0,20230531123000,20230531023000,20230531090000,20230530230000,210,47,-,-,-9999,-9999,-,-,W,260,9,5,metar_10
12,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531022000,20230531122000,-27.9396,153.1914,14.7,-,-9999,-9999,-9999,-,5.9,11,6,17.1,5.2,-9999,-9999,-9999,-,0,0,0,20230531122000,20230531022000,20230531090000,20230530230000,200,45,-,-,-9999,-9999,-,-,W,280,7,4,metar_10
13,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531021000,20230531121000,-27.9396,153.1914,14.3,-,-9999,-9999,-9999,-,5.6,11,6,17,5.7,-9999,-9999,-9999,-,0,0,0,20230531121000,20230531021000,20230531090000,20230530230000,190,47,-,-,-9999,-9999,-,-,W,280,9,5,metar_10
14,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531020000,20230531120000,-27.9396,153.1914,14.5,-,-9999,-9999,-9999,-,5.3,13,7,17,6.5,-9999,-9999,-9999,-,0,0,0,20230531120000,20230531020000,20230531090000,20230530230000,180,50,-,-,-9999,-9999,-,-,W,270,9,5,metar_10
15,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531015000,20230531115000,-27.9396,153.1914,15.2,-,-9999,-9999,-9999,-,5.7,11,6,17.3,5.9,-9999,-9999,-9999,-,0,0,0,20230531115000,20230531015000,20230531090000,20230530230000,170,47,-,-,-9999,-9999,-,-,NW,320,6,3,metar_10
16,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531014000,20230531114000,-27.9396,153.1914,15.2,-,-9999,-9999,-9999,-,6.3,9,5,17.2,4.2,-9999,-9999,-9999,-,0,0,0,20230531114000,20230531014000,20230531090000,20230530230000,160,42,-,-,-9999,-9999,-,-,NNW,330,4,2,metar_10
17,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531013000,20230531113000,-27.9396,153.1914,14.4,-,-9999,-9999,-9999,-,6.2,11,6,16.9,4,-9999,-9999,-9999,-,0,0,0,20230531113000,20230531013000,20230531090000,20230530230000,150,42,-,-,-9999,-9999,-,-,NNW,330,6,3,metar_10
18,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531012000,20230531112000,-27.9396,153.1914,14.6,-,-9999,-9999,-9999,-,6.3,9,5,16.8,3.6,-9999,-9999,-9999,-,0,0,0,20230531112000,20230531012000,20230531090000,20230530230000,140,41,-,-,-9999,-9999,-,-,N,350,4,2,metar_10
19,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531011000,20230531111000,-27.9396,153.1914,14.9,-,-9999,-9999,-9999,-,6,9,5,16.9,4.6,-9999,-9999,-9999,-,0,0,0,20230531111000,20230531011000,20230531090000,20230530230000,130,44,-,-,-9999,-9999,-,-,NNW,330,4,2,metar_10
20,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531010000,20230531110000,-27.9396,153.1914,14.6,-,-9999,-9999,-9999,-,5.6,9,5,16.8,5.4,-9999,-9999,-9999,-,0,0,0,20230531110000,20230531010000,20230531090000,20230530230000,120,47,-,-,-9999,-9999,-,-,W,280,6,3,metar_10
21,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531005000,20230531105000,-27.9396,153.1914,14.8,-,-9999,-9999,-9999,-,5.8,7,4,16.7,4.9,-9999,-9999,-9999,-,0,0,0,20230531105000,20230531005000,20230531090000,20230530230000,110,45,-,-,-9999,-9999,-,-,W,280,4,2,metar_10
22,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531004000,20230531104000,-27.9396,153.1914,14.5,-,-9999,-9999,-9999,-,6,6,3,16.6,4,-9999,-9999,-9999,-,0,0,0,20230531104000,20230531004000,20230531090000,20230530230000,100,43,-,-,-9999,-9999,-,-,W,280,4,2,metar_10
23,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531003000,20230531103000,-27.9396,153.1914,14.5,-,-9999,-9999,-9999,-,6,6,3,16.6,4,-9999,-9999,-9999,-,0,0,0,20230531103000,20230531003000,20230531090000,20230530230000,90,43,-,-,-9999,-9999,-,-,W,280,4,2,metar_10
24,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531002000,20230531102000,-27.9396,153.1914,14.2,-,-9999,-9999,-9999,-,6.1,7,4,16.4,3.6,-9999,-9999,-9999,-,0,0,0,20230531102000,20230531002000,20230531090000,20230530230000,80,42,-,-,-9999,-9999,-,-,W,280,4,2,metar_10
25,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531001000,20230531101000,-27.9396,153.1914,13.8,-,-9999,-9999,-9999,-,6.2,9,5,16.4,3.3,-9999,-9999,-9999,-,0,0,0,20230531101000,20230531001000,20230531090000,20230530230000,70,41,-,-,-9999,-9999,-,-,WNW,290,6,3,metar_10
26,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230531000000,20230531100000,-27.9395,153.1914,14,-,-9999,-9999,-9999,-,6.2,7,4,16.5,3.5,-9999,-9999,-9999,-,0,0,0,20230531100000,20230531000000,20230531090000,20230530230000,60,42,-,-,-9999,-9999,-,-,W,280,6,3,metar_10
27,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530235000,20230531095000,-27.9395,153.1914,14,-,-9999,-9999,-9999,-,6.3,6,3,16.6,3.4,-9999,-9999,-9999,-,0,0,0,20230531095000,20230530235000,20230531090000,20230530230000,50,41,-,-,-9999,-9999,-,-,W,280,6,3,metar_10
28,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530234000,20230531094000,-27.9395,153.1914,14.5,-,-9999,-9999,-9999,-,6.3,6,3,16.7,3.4,-9999,-9999,-9999,-,0,0,0,20230531094000,20230530234000,20230531090000,20230530230000,40,41,-,-,-9999,-9999,-,-,W,280,4,2,metar_10
29,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530233000,20230531093000,-27.9395,153.1914,15.2,-,-9999,-9999,-9999,-,6,2,1,16.5,4.1,-9999,-9999,-9999,-,0,0,0,20230531093000,20230530233000,20230531090000,20230530230000,30,43,-,-,-9999,-9999,-,-,CALM,290,0,0,metar_10
30,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530232000,20230531092000,-27.9395,153.1914,14.1,-,-9999,-9999,-9999,-,5.9,6,3,16.2,3.7,-9999,-9999,-9999,-,0,0,0,20230531092000,20230530232000,20230531090000,20230530230000,20,43,-,-,-9999,-9999,-,-,WNW,290,4,2,metar_10
31,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530231000,20230531091000,-27.9395,153.1914,14.5,-,-9999,-9999,-9999,-,5.8,6,3,16.2,4.2,-9999,-9999,-9999,-,0,0,0,20230531091000,20230530231000,20230531090000,20230530230000,10,45,-,-,-9999,-9999,-,-,WNW,300,2,1,metar_10
32,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530230000,20230531090000,-27.9395,153.1914,14.6,-,-9999,-9999,-9999,-,5.8,2,1,16,3.8,-9999,-9999,-9999,-,0,0,0,20230531090000,20230530230000,20230530090000,20230529230000,1440,44,-,-,-9999,-9999,-,-,CALM,320,0,0,metar_10
33,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530225000,20230531085000,-27.9395,153.1914,14.8,-,-9999,-9999,-9999,-,5.3,0,0,15.9,4.9,-9999,-9999,-9999,-,0,0,0,20230531085000,20230530225000,20230530090000,20230529230000,1430,48,-,-,-9999,-9999,-,-,CALM,310,0,0,metar_10
34,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530224000,20230531084000,-27.9395,153.1914,14.4,-,-9999,-9999,-9999,-,5.2,0,0,15.6,4.8,-9999,-9999,-9999,-,0,0,0,20230531084000,20230530224000,20230530090000,20230529230000,1420,48,-,-,-9999,-9999,-,-,CALM,300,0,0,metar_10
35,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530223000,20230531083000,-27.9395,153.1914,14.2,-,-9999,-9999,-9999,-,5.2,0,0,15.4,4.5,-9999,-9999,-9999,-,0,0,0,20230531083000,20230530223000,20230530090000,20230529230000,1410,48,-,-,-9999,-9999,-,-,CALM,290,0,0,metar_10
36,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530222000,20230531082000,-27.9395,153.1914,14,-,-9999,-9999,-9999,-,5.1,2,1,15.2,4.6,-9999,-9999,-9999,-,0,0,0,20230531082000,20230530222000,20230530090000,20230529230000,1400,49,-,-,-9999,-9999,-,-,CALM,310,0,0,metar_10
37,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530221000,20230531081000,-27.9395,153.1914,13.7,-,-9999,-9999,-9999,-,4.9,0,0,14.9,4.6,-9999,-9999,-9999,-,0,0,0,20230531081000,20230530221000,20230530090000,20230529230000,1390,50,-,-,-9999,-9999,-,-,CALM,300,0,0,metar_10
38,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530220000,20230531080000,-27.9395,153.1914,12.8,-,-9999,-9999,-9999,-,4.9,2,1,14.5,4.1,-9999,-9999,-9999,-,0,0,0,20230531080000,20230530220000,20230530090000,20230529230000,1380,49,-,-,-9999,-9999,-,-,WNW,290,2,1,metar_10
39,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530215000,20230531075000,-27.9395,153.1914,12.6,-,-9999,-9999,-9999,-,4.4,0,0,13.8,4.5,-9999,-9999,-9999,-,0,0,0,20230531075000,20230530215000,20230530090000,20230529230000,1370,53,-,-,-9999,-9999,-,-,CALM,300,0,0,metar_10
40,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530214000,20230531074000,-27.9395,153.1914,12.1,-,-9999,-9999,-9999,-,4.3,0,0,13.4,4.3,-9999,-9999,-9999,-,0,0,0,20230531074000,20230530214000,20230530090000,20230529230000,1360,54,-,-,-9999,-9999,-,-,CALM,300,0,0,metar_10
41,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530213000,20230531073000,-27.9395,153.1914,11,-,-9999,-9999,-9999,-,4,6,3,12.7,4,-9999,-9999,-9999,-,0,0,0,20230531073000,20230530213000,20230530090000,20230529230000,1350,55,-,-,-9999,-9999,-,-,WNW,290,2,1,metar_10
42,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530212000,20230531072000,-27.9395,153.1914,10.9,-,-9999,-9999,-9999,-,3.8,2,1,12.2,4,-9999,-9999,-9999,-,0,0,0,20230531072000,20230530212000,20230530090000,20230529230000,1340,57,-,-,-9999,-9999,-,-,CALM,300,0,0,metar_10
43,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530211000,20230531071000,-27.9395,153.1914,10.6,-,-9999,-9999,-9999,-,3.8,0,0,12,3.8,-9999,-9999,-9999,-,0,0,0,20230531071000,20230530211000,20230530090000,20230529230000,1330,57,-,-,-9999,-9999,-,-,CALM,310,0,0,metar_10
44,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530210000,20230531070000,-27.9395,153.1914,10.4,-,-9999,-9999,-9999,-,3.6,0,0,11.7,3.9,-9999,-9999,-9999,-,0,0,0,20230531070000,20230530210000,20230530090000,20230529230000,1320,59,-,-,-9999,-9999,-,-,CALM,320,0,0,metar_10
45,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530205000,20230531065000,-27.9395,153.1914,10.4,-,-9999,-9999,-9999,-,3.5,0,0,11.7,4.1,-9999,-9999,-9999,-,0,0,0,20230531065000,20230530205000,20230530090000,20230529230000,1310,59,-,-,-9999,-9999,-,-,CALM,320,0,0,metar_10
46,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530204000,20230531064000,-27.9395,153.1914,10.7,-,-9999,-9999,-9999,-,3.7,0,0,12,4,-9999,-9999,-9999,-,0,0,0,20230531064000,20230530204000,20230530090000,20230529230000,1300,58,-,-,-9999,-9999,-,-,CALM,310,0,0,metar_10
47,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530203000,20230531063000,-27.9395,153.1914,9.8,-,-9999,-9999,-9999,-,3.9,7,4,12.3,4,-9999,-9999,-9999,-,0,0,0,20230531063000,20230530203000,20230530090000,20230529230000,1290,57,-,-,-9999,-9999,-,-,NW,320,6,3,metar_10
48,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530202000,20230531062000,-27.9395,153.1914,10.6,-,-9999,-9999,-9999,-,3.9,4,2,12.3,4,-9999,-9999,-9999,-,0,0,0,20230531062000,20230530202000,20230530090000,20230529230000,1280,57,-,-,-9999,-9999,-,-,NW,320,2,1,metar_10
49,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530201000,20230531061000,-27.9395,153.1914,10.9,-,-9999,-9999,-9999,-,3.7,4,2,12.2,4.2,-9999,-9999,-9999,-,0,0,0,20230531061000,20230530201000,20230530090000,20230529230000,1270,58,-,-,-9999,-9999,-,-,CALM,320,0,0,metar_10
50,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530200000,20230531060000,-27.9395,153.1914,11,-,-9999,-9999,-9999,-,3.6,0,0,12.2,4.4,-9999,-9999,-9999,-,0,0,0,20230531060000,20230530200000,20230530090000,20230529230000,1260,59,-,-,-9999,-9999,-,-,CALM,320,0,0,metar_10
51,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530195000,20230531055000,-27.9395,153.1914,10.2,-,-9999,-9999,-9999,-,3.6,7,4,12.2,4.5,-9999,-9999,-9999,-,0,0,0,20230531055000,20230530195000,20230530090000,20230529230000,1250,59,-,-,-9999,-9999,-,-,NW,320,4,2,metar_10
52,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530194000,20230531054000,-27.9395,153.1914,10.5,-,-9999,-9999,-9999,-,3.5,7,4,12.1,4.6,-9999,-9999,-9999,-,0,0,0,20230531054000,20230530194000,20230530090000,20230529230000,1240,60,-,-,-9999,-9999,-,-,NW,320,2,1,metar_10
53,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530193000,20230531053000,-27.9395,153.1914,10.1,-,-9999,-9999,-9999,-,3.5,7,4,12.1,4.6,-9999,-9999,-9999,-,0,0,0,20230531053000,20230530193000,20230530090000,20230529230000,1230,60,-,-,-9999,-9999,-,-,NNW,330,4,2,metar_10
54,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530192000,20230531052000,-27.9395,153.1914,9.7,-,-9999,-9999,-9999,-,3.5,7,4,12,4.6,-9999,-9999,-9999,-,0,0,0,20230531052000,20230530192000,20230530090000,20230529230000,1220,60,-,-,-9999,-9999,-,-,NNW,330,6,3,metar_10
55,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530191000,20230531051000,-27.9395,153.1914,9.9,-,-9999,-9999,-9999,-,3.4,9,5,11.9,4.6,-9999,-9999,-9999,-,0,0,0,20230531051000,20230530191000,20230530090000,20230529230000,1210,61,-,-,-9999,-9999,-,-,NW,320,4,2,metar_10
56,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530190000,20230531050000,-27.9395,153.1914,9.4,-,-9999,-9999,-9999,-,3.4,9,5,11.8,4.5,-9999,-9999,-9999,-,0,0,0,20230531050000,20230530190000,20230530090000,20230529230000,1200,61,-,-,-9999,-9999,-,-,NNW,330,6,3,metar_10
57,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530185000,20230531045000,-27.9395,153.1914,9.3,-,-9999,-9999,-9999,-,3.4,9,5,11.7,4.5,-9999,-9999,-9999,-,0,0,0,20230531045000,20230530185000,20230530090000,20230529230000,1190,61,-,-,-9999,-9999,-,-,NW,320,6,3,metar_10
58,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530184000,20230531044000,-27.9395,153.1914,9.2,-,-9999,-9999,-9999,-,3.3,9,5,11.7,4.7,-9999,-9999,-9999,-,0,0,0,20230531044000,20230530184000,20230530090000,20230529230000,1180,62,-,-,-9999,-9999,-,-,NW,310,7,4,metar_10
59,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530183000,20230531043000,-27.9395,153.1914,9.8,-,-9999,-9999,-9999,-,3.3,7,4,11.7,4.7,-9999,-9999,-9999,-,0,0,0,20230531043000,20230530183000,20230530090000,20230529230000,1170,62,-,-,-9999,-9999,-,-,NW,310,4,2,metar_10
60,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530182000,20230531042000,-27.9395,153.1914,10.3,-,-9999,-9999,-9999,-,3.3,7,4,11.8,4.8,-9999,-9999,-9999,-,0,0,0,20230531042000,20230530182000,20230530090000,20230529230000,1160,62,-,-,-9999,-9999,-,-,NW,320,2,1,metar_10
61,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530181000,20230531041000,-27.9395,153.1914,9.6,-,-9999,-9999,-9999,-,3.4,7,4,11.9,4.7,-9999,-9999,-9999,-,0,0,0,20230531041000,20230530181000,20230530090000,20230529230000,1150,61,-,-,-9999,-9999,-,-,NNW,330,6,3,metar_10
62,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530180000,20230531040000,-27.9395,153.1914,10,-,-9999,-9999,-9999,-,3.3,7,4,11.9,4.8,-9999,-9999,-9999,-,0,0,0,20230531040000,20230530180000,20230530090000,20230529230000,1140,62,-,-,-9999,-9999,-,-,NNW,330,4,2,metar_10
63,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530175000,20230531035000,-27.9395,153.1914,10.1,-,-9999,-9999,-9999,-,3.4,9,5,12,4.8,-9999,-9999,-9999,-,0,0,0,20230531035000,20230530175000,20230530090000,20230529230000,1130,61,-,-,-9999,-9999,-,-,NNW,330,4,2,metar_10
64,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530174000,20230531034000,-27.9395,153.1914,10.2,-,-9999,-9999,-9999,-,3.4,9,5,12.1,4.9,-9999,-9999,-9999,-,0,0,0,20230531034000,20230530174000,20230530090000,20230529230000,1120,61,-,-,-9999,-9999,-,-,NW,320,4,2,metar_10
65,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530173000,20230531033000,-27.9395,153.1914,9.6,-,-9999,-9999,-9999,-,3.4,7,4,12.1,4.9,-9999,-9999,-9999,-,0,0,0,20230531033000,20230530173000,20230530090000,20230529230000,1110,61,-,-,-9999,-9999,-,-,NW,320,7,4,metar_10
66,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530172000,20230531032000,-27.9395,153.1914,9.8,-,-9999,-9999,-9999,-,3.4,7,4,12.1,4.9,-9999,-9999,-9999,-,0,0,0,20230531032000,20230530172000,20230530090000,20230529230000,1100,61,-,-,-9999,-9999,-,-,NW,320,6,3,metar_10
67,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530171000,20230531031000,-27.9395,153.1914,9.5,-,-9999,-9999,-9999,-,3.3,11,6,12,5,-9999,-9999,-9999,-,0,0,0,20230531031000,20230530171000,20230530090000,20230529230000,1090,62,-,-,-9999,-9999,-,-,NW,320,7,4,metar_10
68,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530170000,20230531030000,-27.9395,153.1914,9.5,-,-9999,-9999,-9999,-,3.1,9,5,11.9,5.3,-9999,-9999,-9999,-,0,0,0,20230531030000,20230530170000,20230530090000,20230529230000,1080,64,-,-,-9999,-9999,-,-,NNW,330,7,4,metar_10
69,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530165000,20230531025000,-27.9395,153.1914,9.3,-,-9999,-9999,-9999,-,3.1,11,6,12,5.5,-9999,-9999,-9999,-,0,0,0,20230531025000,20230530165000,20230530090000,20230529230000,1070,64,-,-,-9999,-9999,-,-,NW,320,9,5,metar_10
70,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530164000,20230531024000,-27.9395,153.1914,9.6,-,-9999,-9999,-9999,-,3,9,5,11.9,5.6,-9999,-9999,-9999,-,0,0,0,20230531024000,20230530164000,20230530090000,20230529230000,1060,65,-,-,-9999,-9999,-,-,NW,320,7,4,metar_10
71,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530163000,20230531023000,-27.9395,153.1914,9.5,-,-9999,-9999,-9999,-,3.1,11,6,11.9,5.4,-9999,-9999,-9999,-,0,0,0,20230531023000,20230530163000,20230530090000,20230529230000,1050,64,-,-,-9999,-9999,-,-,NNW,330,7,4,metar_10
72,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530162000,20230531022000,-27.9395,153.1914,9.6,-,-9999,-9999,-9999,-,3,9,5,11.9,5.6,-9999,-9999,-9999,-,0,0,0,20230531022000,20230530162000,20230530090000,20230529230000,1040,65,-,-,-9999,-9999,-,-,NNW,330,7,4,metar_10
73,99123,PORTABLE QFRJ (North Tamborine),IDQ60910,Australia/Brisbane,+10:00,20230530161000,20230531021000,-27.9395,153.1914,9.6,-,-9999,-9999,-9999,-,2.9,7,4,11.9,5.9,-9999,-9999,-9999,-,0,0,0,20230531021000,20230530161000,20230530090000,20230529230000,1030,66,-,-,-9999,-9999,-,-,NNW,330,7,4,metar_10
